cartridge,dependencies
smc,app:app_bo_rest_job:bc_backoffice:bc_foundation:bc_organization:bc_service:configuration:core:isml:jmx:monitor:orm:pf_site_prepare:ui_web_library
init_smc,core:smc
sld_system_app,ac_cloudinary:ac_customer_segment_std:ac_email_marketing_std:ac_giftcard_std:ac_inventory_service:ac_organization_hierarchies:ac_payment_std:app:bc_application:bc_backoffice:bc_foundation:bc_mvc:bc_organization:bc_product_orm:bc_productbinding:bc_repository:bc_search:bc_service:bc_tendering:bc_urlrewrite:businessobject:core:isml:pf_objectgraph:pf_objectgraph_guice:pf_site_prepare:rest:ui_web_library:xcs
init_operations,bc_tendering:core:init_smc:sld_system_app
sld_enterprise_app,ac_bmecat:ac_captcha_recaptcha:ac_cloudinary:ac_giftcard_std:ac_payment_std:ac_taxation_std:app:bc_abtest:bc_address:bc_application:bc_auditing:bc_auditing_orm:bc_backoffice:bc_catalog:bc_catalog_orm:bc_customer:bc_customer_segment:bc_dashboard:bc_foundation:bc_giftcard:bc_giftpackaging:bc_i18n:bc_image:bc_mail:bc_marketing:bc_mvc:bc_order:bc_order_impex:bc_order_service:bc_organization:bc_payment:bc_pmc:bc_pmc_auditing:bc_pmc_validation:bc_preview:bc_preview_orm:bc_pricing:bc_processchain:bc_processchain_orm:bc_product:bc_product_orm:bc_product_pricing:bc_product_validation:bc_productbinding:bc_profanitycheck:bc_promotion:bc_recommendation:bc_repository:bc_requisition:bc_search:bc_service:bc_tendering:bc_user:bc_validation:bc_warranty:bts:businessobject:cache:component:configuration:core:emf:file:init_operations:isml:jmx:orm:pf_cartridge:pf_objectgraph:pf_objectgraph_guice:pf_property:pipeline:sld_mcm:sld_pmc:sld_preview:ui_web_library:xcs
app_bo_catalog,app:bc_application:bc_catalog:bc_repository:bc_search:businessobject:core:rest:sld_enterprise_app
app_bo_dashboard,app:bc_application:bc_dashboard:bc_foundation:bc_organization:bc_repository:businessobject:core:isml:pf_property:sld_enterprise_app:ui_web_library
bc_marketing_impex,app:bc_application:bc_foundation:bc_image:bc_marketing:bc_mvc:bc_organization:bc_pmc:bc_profanitycheck:bc_promotion:bc_region:bc_repository:bc_shipping:bc_shipping_data:bts:businessobject:component:core:isml:orm:pf_objectgraph_guice:xcs
sld_ch_base,app:bc_address:bc_application:bc_basket:bc_catalog:bc_customer:bc_customer_orm:bc_customer_segment:bc_foundation:bc_giftcard:bc_giftpackaging:bc_image:bc_mail:bc_marketing:bc_marketing_impex:bc_mvc:bc_organization:bc_pmc:bc_pricing:bc_product:bc_product_pricing:bc_product_validation:bc_repository:bc_requisition:bc_search:bc_service:bc_tendering:bc_validation:bc_warranty:bts:businessobject:configuration:core:isml:orm:pf_objectgraph_guice:pf_property:pipeline:rest:sld_enterprise_app:xcs
sld_ch_partner_plugin,bc_application:bc_catalog:bc_foundation:bc_image:bc_mvc:bc_organization:bc_pricing:bc_product:bc_requisition:core:init_operations:isml:sld_ch_base:sld_enterprise_app:xcs
sld_ch_consumer_plugin,app:bc_abtest:bc_address:bc_application:bc_captcha:bc_catalog:bc_customer:bc_customer_catalog_filter:bc_customer_orm:bc_customer_segment:bc_foundation:bc_gdpr:bc_giftcard:bc_image:bc_mail:bc_marketing:bc_mvc:bc_order:bc_organization:bc_organization_hierarchies:bc_payment:bc_pmc:bc_pricing:bc_product:bc_product_orm:bc_product_pricing:bc_recommendation:bc_repository:bc_requisition:bc_search:bc_service:bc_shipping:bc_shipping_data:bc_spreadsheet:bc_store:bc_store_orm:bc_tendering:bc_user:bts:businessobject:cache:configuration:core:emf:init_operations:isml:jmx:orm:pf_objectgraph_guice:sld_ch_b2c_base:sld_ch_base:sld_ch_partner_plugin:sld_enterprise_app:sld_pmc:sld_preview:ui_web_library:xcs
app_bo_gdpr,bc_application:bc_customer:bc_foundation:bc_gdpr:bc_mail:bc_mvc:bc_user:core:sld_ch_consumer_plugin:sld_enterprise_app
app_sf_rest_common,bc_address:bc_application:bc_foundation:bc_handler_chain:bc_mvc:bc_pricing:bc_profanitycheck:bc_region:bc_repository:bc_user:businessobject:core:orm:pf_property:rest
app_bo_rest_customer,app:app_sf_rest_common:bc_address:bc_application:bc_customer:bc_handler_chain:bc_organization_hierarchies:bc_region:bc_repository:bc_service:bc_user:businessobject:configuration:core:orm:pf_extension:rest
bc_dashboard_orm,bc_address:bc_application:bc_dashboard:bc_repository:bc_user:bc_user_orm:businessobject:cache:core:jmx:orm:pf_property
bc_rma,bc_address:bc_application:bc_basket:bc_order:bc_repository:bc_service:businessobject:core:pipeline
sld_ch_consumer_orderimport_es64,bc_foundation:core:isml:sld_enterprise_app
as_backoffice,ac_order_export_xml:ac_order_history_service:ac_order_status_import_xml:ac_order_submission_service:ac_organization_hierarchies:ac_pdf_flyingsaucer:ac_ruleengine_drools:app_bo_catalog:app_bo_dashboard:app_bo_gdpr:app_bo_rest_customer:app_bo_rest_job:bc_dashboard_orm:bc_rma:sld_ch_consumer_orderimport_es64:sld_ch_consumer_plugin:sld_ch_partner_plugin:sld_enterprise_app
ac_oidc_enterprise,ac_oidc:ac_oidc_backoffice:as_backoffice:core:sld_enterprise_app
ac_oidc_rest,ac_oidc:bc_organization:core:orm:rest
ac_oidc_sld_system,ac_oidc:ac_oidc_backoffice:core:sld_system_app
ac_oidc_smc,ac_oidc:ac_oidc_backoffice:bc_backoffice:core:smc
bc_b2b_role,bc_address:bc_customer:bc_handler_chain:bc_organization_hierarchies:bc_user:businessobject:core
bc_wishlist_orm,bc_address:bc_customer:bc_foundation:bc_mvc:bc_organization:bc_product:bc_repository:bc_user:bc_wishlist:businessobject:core:orm:pf_property:xcs
bc_order_approval,app:bc_address:bc_application:bc_approval:bc_b2b_role:bc_basket:bc_basket_orm:bc_customer:bc_customer_orm:bc_foundation:bc_handler_chain:bc_mvc:bc_order:bc_organization:bc_payment:bc_product:bc_repository:bc_requisition:bc_service:bc_shipping_data:bc_spreadsheet:bc_user:bc_wishlist:bc_wishlist_orm:bts:businessobject:cache:configuration:core:isml:orm:pf_property:pipeline:xcs
bc_b2b,app:bc_address:bc_application:bc_b2b_role:bc_basket:bc_customer:bc_customer_orm:bc_foundation:bc_image:bc_mvc:bc_order:bc_order_approval:bc_organization:bc_organization_hierarchies:bc_pricing:bc_product:bc_product_pricing:bc_repository:bc_shipping_data:bc_spreadsheet:bc_user:bc_wishlist:bc_wishlist_orm:bts:businessobject:cache:core:isml:jmx:orm:pf_property:xcs
ac_order_approval,app:bc_address:bc_application:bc_approval:bc_b2b:bc_b2b_role:bc_basket:bc_customer:bc_handler_chain:bc_mail:bc_order_approval:bc_payment:bc_repository:bc_service:bc_shipping:bc_spreadsheet:bc_user:bts:businessobject:configuration:core:orm:pf_objectgraph:pf_property:pipeline:xcs
bc_b2b_role_orm,bc_address:bc_b2b_role:bc_customer:bc_handler_chain:bc_user:businessobject:core:orm
bc_contract,app:bc_address:bc_application:bc_b2b:bc_b2b_role:bc_basket:bc_customer:bc_customer_orm:bc_foundation:bc_image:bc_mvc:bc_order:bc_order_approval:bc_organization:bc_pricing:bc_product:bc_product_pricing:bc_repository:bc_shipping_data:bc_spreadsheet:bc_user:bc_wishlist:bc_wishlist_orm:bts:businessobject:cache:core:isml:orm:pf_objectgraph_guice:pf_property:xcs
bc_contract_orm,app:bc_address:bc_application:bc_b2b:bc_b2b_role:bc_basket:bc_contract:bc_customer:bc_customer_orm:bc_foundation:bc_handler_chain:bc_mvc:bc_order:bc_order_approval:bc_organization:bc_pricing:bc_product:bc_product_pricing:bc_repository:bc_shipping_data:bc_spreadsheet:bc_user:bc_wishlist:bc_wishlist_orm:bts:businessobject:cache:core:isml:orm:pf_objectgraph_guice:pf_property:sld_ch_b2c_base:xcs
bc_costcenter,bc_address:bc_application:bc_approval:bc_b2b:bc_b2b_role:bc_b2b_role_orm:bc_basket:bc_contract:bc_contract_orm:bc_customer:bc_foundation:bc_order:bc_order_approval:bc_repository:bc_spreadsheet:bc_user:bts:businessobject:core:orm:pf_property:pipeline
bc_order_approval_orm,app:bc_address:bc_application:bc_approval:bc_basket:bc_costcenter:bc_customer:bc_customer_orm:bc_foundation:bc_handler_chain:bc_mvc:bc_order:bc_order_approval:bc_organization:bc_product:bc_repository:bc_requisition:bc_shipping_data:bc_spreadsheet:bc_user:bc_wishlist:bc_wishlist_orm:bts:businessobject:cache:configuration:core:isml:orm:pf_property:xcs
ac_order_export_xml_b2b,ac_order_export_xml:bc_b2b:bc_order:bc_order_approval:bc_order_approval_orm:bc_spreadsheet:bts:businessobject:core:orm
ac_payment_demo,app:bc_address:bc_basket:bc_mvc:bc_payment:bc_product:bc_region:bc_service:bts:businessobject:configuration:core:isml:jmx:orm:pf_objectgraph:pf_objectgraph_guice:pf_property:ui_web_library
ac_productprice_service,app:bc_application:bc_image:bc_repository:bc_service:businessobject:component:configuration:core:pf_property:xcs
ac_prometheus,core
ac_swagger,core:rest
ac_swagger_sf,
bc_costcenter_orm,bc_address:bc_application:bc_b2b_role:bc_basket:bc_costcenter:bc_customer:bc_order:bc_order_approval:bc_order_approval_orm:bc_organization:bc_repository:bc_requisition:bc_spreadsheet:bc_user:bts:businessobject:cache:core:jmx:orm:pf_objectgraph:pf_objectgraph_guice:pf_property
bc_costobject,businessobject:core:pf_property
bc_quote,bc_address:bc_application:bc_basket:bc_basket_orm:bc_customer:bc_mvc:bc_orderprocess:bc_product:bc_repository:bc_user:bc_warranty:bts:businessobject:core:isml:orm:pf_property:xcs
bc_quote_orm,app:bc_address:bc_application:bc_basket:bc_basket_orm:bc_customer:bc_image:bc_mvc:bc_organization:bc_pricing:bc_product:bc_product_pricing:bc_quote:bc_repository:bc_user:bc_user_orm:bc_warranty:bts:businessobject:core:orm:pf_objectgraph_guice:pf_property:xcs
app_bo_ch_sales_b2b,app:bc_address:bc_application:bc_b2b:bc_captcha:bc_contract:bc_contract_orm:bc_costcenter:bc_costcenter_orm:bc_costobject:bc_customer:bc_customer_orm:bc_foundation:bc_giftcard:bc_image:bc_mail:bc_marketing:bc_mvc:bc_order:bc_order_approval:bc_organization:bc_pmc:bc_pricing:bc_quote:bc_quote_orm:bc_repository:bc_requisition:bc_service:bc_shipping:bc_spreadsheet:bc_tendering:bc_user:bts:businessobject:core:emf:isml:orm:pf_extension:sld_ch_b2c_base:sld_ch_consumer_plugin:sld_enterprise_app:sld_pmc:sld_preview:xcs
app_bo_contactcenter_cobrowsing,bc_application:bc_foundation:bc_mvc:bc_organization:core:sld_enterprise_app
bc_costobject_orm,bc_address:bc_application:bc_costobject:bc_customer:bc_repository:businessobject:cache:core:orm:pf_objectgraph:pf_property:pipeline
app_bo_rest_b2b_customer,app_bo_rest_customer:app_sf_rest_common:bc_address:bc_application:bc_b2b_role:bc_costobject:bc_costobject_orm:bc_customer:bc_repository:bc_user:businessobject:core
bc_transport_azure,bc_application:bc_repository:bc_service:bc_transport:bc_transport_orm:businessobject:cache:configuration:core:isml:orm:pf_property:servletengine
app_bo_transport,bc_transport:bc_transport_azure:bc_transport_orm:core:isml:sld_system_app
app_sf_contactcenter_rest,ac_customer_segment_std:ac_mail:ac_order_export_xml:ac_order_status_import_xml:ac_pdf_flyingsaucer:ac_ruleengine_drools:ac_swagger:app:app_bo_catalog:app_bo_dashboard:app_bo_gdpr:app_bo_rest_job:bc_address:bc_application:bc_customer:bc_customer_orm:bc_customer_segment:bc_dashboard_orm:bc_foundation:bc_mail:bc_marketing:bc_organization:bc_promotion:bc_repository:bc_service:bc_urlrewrite:bc_user:businessobject:core:isml:orm:pf_extension:rest:sld_ch_base:sld_ch_consumer_orderimport_es64:sld_ch_consumer_plugin:sld_ch_partner_plugin:sld_ch_sf_base:sld_enterprise_app
app_sf_rest_payment,app_sf_rest_common:bc_address:bc_application:bc_basket:bc_foundation:bc_order:bc_orderprocess:bc_payment:bc_pricing:bc_repository:bc_user:bts:businessobject:configuration:core:pf_property:rest
app_sf_rest_basket,app_sf_rest_common:app_sf_rest_payment:bc_address:bc_application:bc_basket:bc_customer:bc_foundation:bc_image:bc_marketing:bc_orderprocess:bc_organization_hierarchies:bc_payment:bc_pricing:bc_product:bc_promotion:bc_repository:bc_shipping:bc_shipping_data:bc_user:bc_warranty:bts:businessobject:core:orm:pf_extension:pf_property:rest:sld_ch_b2c_base:xcs
app_sf_rest_order,ac_swagger:app_sf_rest_common:app_sf_rest_payment:bc_address:bc_application:bc_basket:bc_customer:bc_foundation:bc_handler_chain:bc_image:bc_marketing:bc_order:bc_orderprocess:bc_organization_hierarchies:bc_payment:bc_pricing:bc_product:bc_promotion:bc_repository:bc_shipping:bc_shipping_data:bc_user:bc_warranty:bts:businessobject:core:orm:pf_extension:pf_property:rest:sld_ch_b2c_base:xcs
app_sf_rest,ac_giftcard_std:ac_oidc_rest:app:app_sf_rest_basket:app_sf_rest_common:app_sf_rest_order:app_sf_rest_payment:bc_address:bc_addresscheck:bc_application:bc_authorization:bc_basket:bc_basket_orm:bc_basket_service:bc_captcha:bc_catalog:bc_catalog_orm:bc_customer:bc_foundation:bc_giftcard:bc_giftpackaging:bc_handler_chain:bc_image:bc_mail:bc_marketing:bc_mvc:bc_order:bc_order_service:bc_orderprocess:bc_organization:bc_organization_hierarchies:bc_payment:bc_pricing:bc_product:bc_product_orm:bc_product_pricing:bc_product_rating:bc_promotion:bc_rating:bc_rating_orm:bc_region:bc_repository:bc_requisition:bc_search:bc_service:bc_shipping:bc_shipping_data:bc_store:bc_store_orm:bc_user:bc_user_orm:bc_warranty:bc_wishlist:bc_wishlist_orm:bts:businessobject:configuration:core:emf:orm:pf_extension:pf_property:rest:sld_ch_b2c_base:sld_ch_sf_base:xcs
app_sf_headless,app:app_sf_rest:bc_application:bc_preview:bc_repository:businessobject:configuration:core:pf_property:sld_ch_sf_base
app_sf_headless_emails,app:bc_application:bc_foundation:bc_order:bc_organization:bc_repository:businessobject:core:isml:sld_ch_sf_base
app_sf_headless_emails_b2b,app_sf_headless_emails:bc_application:bc_foundation:bc_organization:bc_quote:businessobject:core:isml:sld_ch_sf_base
app_sf_rest_country,app_sf_rest_common:bc_application:bc_region:bc_repository:bc_shipping:businessobject:core:rest
app_sf_rest_recomm,app:bc_address:bc_application:bc_basket:bc_marketing:bc_order:bc_product:bc_recommendation:bc_repository:bc_service:businessobject:core:pipeline:rest
pmc_rest,app:bc_application:bc_foundation:bc_pmc:bc_preview:bc_repository:businessobject:cache:core:emf:orm:rest
app_sf_rest_b2c,ac_oidc:ac_oidc_rest:app:app_sf_rest:app_sf_rest_common:app_sf_rest_country:app_sf_rest_recomm:bc_address:bc_application:bc_customer:bc_foundation:bc_handler_chain:bc_mail:bc_marketing:bc_orderprocess:bc_organization:bc_organization_hierarchies:bc_payment:bc_repository:bc_service:bc_user:bts:businessobject:configuration:core:orm:pf_objectgraph_guice:pf_property:pmc_rest:rest:sld_ch_b2c_base:sld_ch_sf_base:xcs
app_sf_rest_smb,ac_oidc:ac_oidc_rest:app:app_sf_rest:app_sf_rest_b2c:app_sf_rest_common:app_sf_rest_country:app_sf_rest_recomm:bc_address:bc_application:bc_customer:bc_customer_orm:bc_foundation:bc_handler_chain:bc_marketing:bc_orderprocess:bc_organization:bc_organization_hierarchies:bc_payment:bc_repository:bc_service:bc_user:bc_user_orm:businessobject:configuration:core:orm:pf_extension:pf_property:rest:sld_ch_b2c_base:sld_ch_sf_base:xcs
bc_order_costobject_orm,bc_address:bc_application:bc_basket:bc_costobject:bc_order:bc_orderprocess:bc_spreadsheet:bc_user:bts:businessobject:cache:core:orm:pf_property:pipeline
app_sf_rest_b2b,app:app_sf_rest:app_sf_rest_basket:app_sf_rest_common:app_sf_rest_smb:bc_address:bc_application:bc_approval:bc_authorization:bc_b2b_role:bc_basket:bc_contract:bc_contract_orm:bc_costcenter:bc_costobject:bc_costobject_orm:bc_customer:bc_handler_chain:bc_mvc:bc_order:bc_order_approval:bc_order_costobject_orm:bc_organization:bc_product:bc_quote:bc_quote_orm:bc_repository:bc_requisition:bc_user:bc_warranty:bts:businessobject:core:orm:pf_objectgraph:pf_objectgraph_guice:rest:sld_ch_b2c_base
app_sf_rest_b2b_basket,app_sf_rest_basket:app_sf_rest_common:bc_address:bc_approval:bc_b2b:bc_b2b_role:bc_basket:bc_costcenter:bc_costobject:bc_customer:bc_quote:bc_user:businessobject:core:orm
app_sf_rest_b2b_costcenter,app_sf_rest:app_sf_rest_common:bc_address:bc_application:bc_b2b_role:bc_basket:bc_costcenter:bc_costcenter_orm:bc_customer:bc_order:bc_order_approval:bc_organization:bc_repository:bc_requisition:bc_user:businessobject:core:orm:rest
app_sf_rest_b2b_order,app_sf_rest_common:app_sf_rest_order:bc_address:bc_approval:bc_b2b:bc_b2b_role:bc_costcenter:bc_costobject:bc_customer:bc_order:bc_quote:bc_user:businessobject:core:orm
app_sf_rest_b2b_order_approval,ac_order_approval:app_sf_rest:app_sf_rest_common:app_sf_rest_order:app_sf_rest_payment:app_sf_rest_smb:bc_address:bc_application:bc_approval:bc_b2b:bc_b2b_role:bc_basket:bc_costcenter:bc_customer:bc_foundation:bc_handler_chain:bc_marketing:bc_order:bc_order_approval:bc_order_approval_orm:bc_organization:bc_payment:bc_pricing:bc_product:bc_promotion:bc_quote:bc_repository:bc_requisition:bc_shipping_data:bc_user:bc_warranty:bts:businessobject:core:orm:pf_objectgraph_guice:rest:sld_ch_b2c_base:xcs
bc_punchout,app:bc_address:bc_application:bc_b2b:bc_b2b_role:bc_b2b_role_orm:bc_basket:bc_costcenter:bc_customer:bc_customer_orm:bc_foundation:bc_pricing:bc_product:bc_product_pricing:bc_repository:bc_user:bc_warranty:businessobject:cache:component:configuration:core:jmx:orm:pf_extension:pf_objectgraph_guice:xcs
bc_punchout_orm,app:bc_address:bc_b2b_role:bc_basket:bc_catalog:bc_customer:bc_customer_orm:bc_orderprocess:bc_product:bc_product_pricing:bc_punchout:bc_repository:bc_user:bc_warranty:businessobject:component:configuration:core:orm:pf_extension:pf_objectgraph:pf_objectgraph_guice:xcs
app_sf_rest_b2b_punchout,app:app_sf_rest:app_sf_rest_common:bc_address:bc_application:bc_b2b_role:bc_basket:bc_catalog:bc_customer:bc_handler_chain:bc_image:bc_mvc:bc_organization:bc_product:bc_punchout:bc_punchout_cxml:bc_punchout_orm:bc_repository:bc_user:bc_warranty:bts:businessobject:cache:configuration:core:orm:pf_property:rest:sld_ch_b2c_base:xcs
app_sf_rest_configuration,app:app_sf_rest_common:bc_application:bc_customer:bc_organization:bc_repository:bc_service:businessobject:configuration:core:orm:pf_objectgraph_guice:pf_property:rest
app_sf_rest_pricing,app:app_sf_rest_common:bc_address:bc_application:bc_basket:bc_customer:bc_product:bc_product_pricing:bc_repository:bc_user:businessobject:configuration:core:rest:xcs
sld_pdf,app:bc_application:bc_foundation:bc_pdf:bc_pmc:bc_repository:bc_service:businessobject:core:emf:isml:orm:pf_extension:sld_pmc
as_backoffice_b2b,ac_cxml:ac_order_export_xml:ac_order_status_import_xml:ac_pdf_flyingsaucer:ac_ruleengine_drools:as_backoffice:sld_ch_consumer_plugin:sld_ch_partner_plugin:sld_enterprise_app:sld_pdf
as_cloudinary,ac_cloudinary:as_backoffice:sld_system_app:smc
as_contactcenter,core
as_headless,app_sf_rest_pricing:core
as_headless_b2b,core
bc_basket_service_b2b,bc_address:bc_b2b:bc_basket:bc_basket_orm:bc_basket_service:bc_costcenter:bc_costobject:bc_quote:businessobject:core
bc_budget,bc_address:bc_user:businessobject:core:pf_property
bc_budget_orm,bc_address:bc_budget:bc_repository:bc_user:businessobject:cache:core:orm:pf_property
orm_mssql,configuration:core:jmx:orm:pf_objectgraph
orm_oracle,configuration:core:jmx:orm:pf_objectgraph
bc_platform_rest,app:bc_address:bc_application:bc_organization:bc_repository:bc_user:businessobject:cache:component:configuration:core:emf:orm:orm_mssql:orm_oracle:pf_cartridge:pf_jwkstorage:pf_objectgraph:pf_objectgraph_guice:rest
bc_product_configuration,app:bc_catalog:bc_foundation:bc_image:bc_mvc:bc_pricing:bc_product:bc_profanitycheck:bc_repository:businessobject:cache:component:core:isml:jmx:orm:pf_extension:pf_property:xcs
pf_axis2,app:bc_service:configuration:core:isml:jmx:pf_cartridge:pf_trace:servletengine
pf_prepare,cache:configuration:core:jmx:orm:pf_cartridge:pf_objectgraph:pf_objectgraph_guice:pf_trace:runtime
report,configuration:core:isml:jmx:orm:pf_cartridge:servletengine
startup,core
ft_platform,ac_captcha_recaptcha:ac_mail:ac_oidc_rest:ac_pdf_flyingsaucer:ac_prometheus:ac_ruleengine_drools:ac_swagger:bc_address_orm:bc_approval:bc_auditing_orm:bc_captcha:bc_pdf:bc_platform_rest:bc_processchain_orm:bc_ruleengine:bc_transport_azure:bc_transport_orm:bc_user_orm:bc_validation:orm_mssql:orm_oracle:pf_axis2:pf_prepare:pf_site_prepare:report:startup:ui_web_library
ft_backoffice,ac_customer_segment_std:ac_oidc_enterprise:ac_order_export_xml:ac_order_history_service:ac_order_status_import_xml:ac_order_submission_service:ac_organization_hierarchies:app_bo_catalog:app_bo_dashboard:app_bo_gdpr:app_bo_rest_customer:app_bo_rest_job:app_bo_transport:as_backoffice:as_cloudinary:bc_dashboard_orm:bc_rma:bc_urlrewrite:ft_platform:sld_ch_consumer_orderimport_es64:sld_ch_consumer_plugin:sld_ch_partner_plugin:sld_ch_sf_base:sld_enterprise_app
init_b2b,bc_b2b:bc_mvc:bc_orderprocess:bc_organization:bc_product_rating_orm:btc:bts:core:orm:sld_ch_sf_base:xcs
ft_b2b_backoffice,ac_cxml:ac_order_export_xml:ac_order_export_xml_b2b:ac_order_status_import_xml:ac_pdf_flyingsaucer:ac_ruleengine_drools:app_bo_ch_sales_b2b:app_bo_rest_b2b_customer:as_backoffice:as_backoffice_b2b:bc_b2b_role_orm:bc_budget_orm:bc_contract_orm:bc_order_approval_orm:ft_backoffice:init_b2b:sld_ch_consumer_plugin:sld_ch_partner_plugin:sld_enterprise_app:sld_pdf
ft_catalog,ac_bmecat:ac_cloudinary:bc_catalog:bc_catalog_orm:bc_mvc:bc_product:bc_product_configuration:bc_product_orm:bc_product_validation:bc_productbinding:bc_profanitycheck:bc_search
ft_checkout,ac_addresscheck_demo:ac_customer_segment_demo:ac_customer_segment_std:ac_email_marketing_std:ac_giftcard_std:ac_inventory_service:ac_oci:ac_organization_hierarchies:ac_payment_demo:ac_payment_std:ac_productprice_service:ac_taxation_std:bc_abtest:bc_abtest_orm:bc_addresscheck:bc_basket:bc_basket_orm:bc_basket_service:bc_customer:bc_customer_catalog_filter:bc_customer_catalog_filter_orm:bc_customer_orm:bc_customer_segment:bc_gdpr:bc_giftcard:bc_giftpackaging:bc_marketing:bc_marketing_impex:bc_order:bc_order_impex:bc_order_orm:bc_order_service:bc_orderprocess:bc_organization_hierarchies:bc_payment:bc_payment_orm:bc_payment_service:bc_product_pricing:bc_product_pricing_orm:bc_product_rating:bc_product_rating_orm:bc_promotion:bc_rating:bc_rating_orm:bc_requisition:bc_rma:bc_shipping:bc_taxation:bc_tendering:bc_warranty:bc_wishlist:bc_wishlist_orm
ft_content,bc_pmc:bc_pmc_auditing:bc_pmc_validation:bc_preview:bc_preview_orm:pmc_rest
sld_ch_b2c_image,bc_application:bc_image:bc_organization:bc_repository:businessobject:core
ft_storefront,ac_gtm:ac_gtm_google_analytics:ac_gtm_sf:ac_order_history_service:ac_order_submission_service:ac_swagger_sf:app_sf_headless:app_sf_headless_emails:app_sf_rest_b2c:app_sf_rest_configuration:app_sf_rest_pricing:as_headless:bc_urlrewrite:ft_catalog:ft_checkout:ft_content:ft_platform:sld_ch_b2c_image:sld_pdf
ft_b2b_storefront,ac_cxml_order_injection:app_sf_headless_emails_b2b:app_sf_rest_b2b:app_sf_rest_b2b_basket:app_sf_rest_b2b_costcenter:app_sf_rest_b2b_order:app_sf_rest_b2b_order_approval:app_sf_rest_b2b_punchout:app_sf_rest_smb:as_headless_b2b:bc_basket_service_b2b:bc_budget_orm:ft_storefront:init_b2b
init_contactcenter,bc_organization:core
ft_contactcenter,app_bo_contactcenter_cobrowsing:app_sf_contactcenter_rest:as_contactcenter:ft_platform:init_contactcenter
migration,bc_mvc:bc_organization:core:sld_system_app
ft_sldsystem,ac_cloudinary:ac_customer_segment_std:ac_email_marketing_std:ac_giftcard_std:ac_oidc_sld_system:ac_oidc_smc:ac_organization_hierarchies:ac_payment_std:app_bo_rest_job:app_bo_transport:bc_productbinding:bc_tendering:bc_urlrewrite:ft_platform:init_operations:init_smc:migration:monitor:sld_ch_sf_base:sld_system_app:smc
ft_icm_as,ft_b2b_backoffice:ft_b2b_storefront:ft_backoffice:ft_contactcenter:ft_sldsystem:ft_storefront